0,175
0.4975176708,173.4693877551
0.7637983633,172.9591836735
0.106315294,171.9387755102
0.1498069337,170.9183673469
0.2110902067,169.387755102
0.2974433442,167.8571428571
0.4140199576,165.8163265306
0.5978548334,163.2653061224
0.8424262963,161.2244897959
1.216483949,156.6326530612
1.8223773033,152.5510204082
2.6.9681443314335,148.4693877551
3.7537736819,143.8775510204
5.2893737468,138.2653061224
7.6379836328,132.6530612245
10.8951707906,128.612244898
14.7983319824,122.9591836735
20.997885824,118.3673469388
29.2458089863,111.7346938776
40.4001501057,106.6326530612
54.8733787557,103.612244898
86.3316840701,96.9387755102
123.1474807751,92.8571428571
173.5248597772,89.2857142857
269.6814433143,85.2040816327
424.2868525999,81.6326530612
583.3879397552,80.1020408163
873.9555842741,78.612244898
